slice_kind,slice_value,n,auroc_a,auroc_b,diff,var_diff,z,p_two_sided,ci_low,ci_high,n_pos,n_neg,note,sig
overall,OVERALL,6344,0.7615835403910456,0.7968637469348575,-0.03528020654381192,3.017788450207425e-05,-6.422242836079713,1.342809805830798e-10,-0.04604715135700668,-0.024513261730617155,3911,2433,,***
group,arc_challenge_llama8b,1168,0.6118775482268741,0.6731588398825411,-0.06128129165566698,0.0003152932461866665,-3.451203566703294,0.0005580924543570376,-0.09608338960491503,-0.026479193706418942,769,399,,***
group,arc_challenge_qwen7b,1165,0.6889732620320855,0.7344313725490196,-0.04545811051693405,0.0002800882284577604,-2.71621380280724,0.006603325941965141,-0.07825974760689733,-0.012656473426970759,825,340,,**
group,gpqa_diamond_llama8b,189,0.6287826287826288,0.6889581889581889,-0.06017556017556014,0.0017238074064130885,-1.4493583291281231,0.14723753954266652,-0.14155083385585826,0.021199713504737996,78,111,,ns
group,gpqa_diamond_qwen7b,192,0.7329969284774024,0.7806055287406758,-0.047608600263273404,0.0009507447815385089,-1.544021835571908,0.1225830429071966,-0.10804242297266367,0.012825222446116863,86,106,,ns
group,gsm8k_llama8b,1319,0.7315337946505128,0.7516140694015081,-0.020080274750995275,0.00015960671711754126,-1.5894397440130912,0.11196114771041306,-0.0448415879494751,0.004681038447484544,601,718,,ns
group,gsm8k_qwen7b,1318,0.7905215055310401,0.8483456579570334,-0.05782415242599337,0.00012323518797604897,-5.20885070268238,1.900139253879567e-07,-0.07958197630317584,-0.036066328548810894,887,431,,***
group,math500_llama8b,494,0.8198580332409973,0.8583708448753463,-0.03851281163434905,0.0003002254082053692,-2.222703347272303,0.026235810051278268,-0.07247313469740324,-0.004552488571294873,304,190,,*
group,math500_qwen7b,499,0.8856638162913002,0.9292424424906662,-0.04357862619936603,0.0001801949510023475,-3.2464014684039793,0.0011687389677493326,-0.0698885384753983,-0.017268713923333765,361,138,,**
model_family,llama8b,3170,0.73172147406792,0.7553746755672341,-0.023653201499314158,6.926845283871402e-05,-2.841987659417584,0.004483322695516705,-0.039965525342136585,-0.007340877656491732,1752,1418,,**
model_family,qwen7b,3174,0.7800701382915369,0.83072166689103,-0.05065152859949307,5.522611477692784e-05,-6.815854498829529,9.370509967760343e-12,-0.06521685886497265,-0.03608619833401348,2159,1015,,***
dataset_family,arc_challenge,2333,0.6524789340269584,0.706185068159862,-0.053706134132903594,0.00014784098005927643,-4.416990607301946,1.0008457753579927e-05,-0.0775373119659183,-0.029874956299888882,1594,739,,***
dataset_family,gpqa_diamond,381,0.6851466786557265,0.735837922895358,-0.05069124423963145,0.0006331629874082978,-2.0145367368812446,0.043953211888111805,-0.10000928903985289,-0.0013731994394100139,164,217,,*
dataset_family,gsm8k,2637,0.7784001048129743,0.8034821069279505,-0.025082002114976243,6.771281253787323e-05,-3.04808289326499,0.0023030638837077616,-0.04121011362865387,-0.008953890601298618,1488,1149,,**
dataset_family,math500,993,0.8544975242985513,0.8984572712268476,-0.043959746928296295,0.00011756754167652835,-4.054258771097338,5.0293519148806065e-05,-0.06521135557330536,-0.02270813828328723,665,328,,***
