slice_kind,slice_value,n,auroc_a,auroc_b,diff,var_diff,z,p_two_sided,ci_low,ci_high,n_pos,n_neg,note,sig
overall,OVERALL,6344,0.7541111767236128,0.8042374291193188,-0.050126252395706006,2.577848368463627e-05,-9.872713914217227,5.466519866033873e-23,-0.060077482648014796,-0.040175022143397215,3911,2433,,***
group,arc_challenge_llama8b,1168,0.6219873480841245,0.6527860613823245,-0.030798713298200053,0.00026015801801552806,-1.9094749501790342,0.05620085018768377,-0.06241178516855222,0.0008143585721521115,769,399,,ns
group,arc_challenge_qwen7b,1165,0.6980641711229948,0.7338752228163994,-0.035811051693404594,0.00020533200666494883,-2.49912943539555,0.012449882918760029,-0.06389618028798098,-0.007725923098828202,825,340,,*
group,gpqa_diamond_llama8b,189,0.630977130977131,0.6873411873411873,-0.05636405636405628,0.0018237658223798213,-1.3198291139170255,0.18689207885635678,-0.14006543810451166,0.027337325376399102,78,111,,ns
group,gpqa_diamond_qwen7b,192,0.6887889425186485,0.7741333918385258,-0.08534444931987728,0.0015039333888654928,-2.2007006912756064,0.02775721985313144,-0.16135298951368549,-0.009335909126069089,86,106,,*
group,gsm8k_llama8b,1319,0.7481843167608303,0.7770220477477185,-0.028837730986888244,8.1589607045825e-05,-3.192593796643735,0.0014100114261070208,-0.04654149091700343,-0.011133971056773058,601,718,,**
group,gsm8k_qwen7b,1318,0.8029751737523445,0.8491800877328359,-0.046204913980491424,7.739388681889924e-05,-5.252122379857757,1.503565019971063e-07,-0.06344746104257779,-0.028962366918405057,887,431,,***
group,math500_llama8b,494,0.8090547091412743,0.8517659279778393,-0.042711218836565035,0.0004706418404760179,-1.9687777749035735,0.04897861555545685,-0.08523122882579617,-0.00019120884733388882,304,190,,*
group,math500_qwen7b,499,0.8149062587819664,0.9333975671444058,-0.11849130836243937,0.00048531432392939663,-5.3786705014000695,7.503789751134143e-08,-0.16166902241109862,-0.07531359431378012,361,138,,***
model_family,llama8b,3170,0.7306326519440204,0.7652841644608458,-0.03465151251682541,5.343784651583194e-05,-4.740211525627404,2.134952172990178e-06,-0.048979083380623,-0.020323941653027824,1752,1418,,***
model_family,qwen7b,3174,0.7663829039625626,0.8316995872473345,-0.06531668328477191,5.5507687673618945e-05,-8.766930336764545,1.836033073690448e-18,-0.07991909734650013,-0.050714269223043694,2159,1015,,***
dataset_family,arc_challenge,2333,0.6620700427686368,0.6967824198661082,-0.034712377097471436,0.0001139935872655732,-3.2512034323018963,0.001149175979913746,-0.055638477338651154,-0.013786276856291722,1594,739,,**
dataset_family,gpqa_diamond,381,0.6616275148926606,0.7289254804990445,-0.0672979656063839,0.0008186613712451805,-2.3520675299740073,0.018669385212371787,-0.12337696297377043,-0.011218968238997366,164,217,,*
dataset_family,gsm8k,2637,0.7902535631732128,0.8260917628232123,-0.03583819964999946,3.353903988714458e-05,-6.188293046572922,6.081918671562796e-10,-0.04718891947792595,-0.024487479822072965,1488,1149,,***
dataset_family,math500,993,0.8139143590684027,0.8985695947185035,-0.0846552356501008,0.0002257185479951347,-5.634692222350029,1.7537125375962995e-08,-0.11410160227130181,-0.0552088690288998,665,328,,***
