slice_kind,slice_value,n,auroc_a,auroc_b,diff,var_diff,z,p_two_sided,ci_low,ci_high,n_pos,n_neg,note,sig
overall,OVERALL,6344,0.7882559156606462,0.7968637469348575,-0.008607831274211275,1.9493201681451993e-05,-1.9496298141402504,0.05122025720619862,-0.017261289053780278,4.562650535772962e-05,3911,2433,,ns
group,arc_challenge_llama8b,1168,0.6432172759597302,0.6731588398825411,-0.029941563922810888,0.00022245723562443588,-2.00747993347734,0.04469858517862235,-0.059174427450298585,-0.0007087003953231905,769,399,,*
group,arc_challenge_qwen7b,1165,0.6956720142602496,0.7344313725490196,-0.038759358288769974,0.00022354627192861117,-2.592345379654643,0.009532401989056374,-0.06806368899488661,-0.00945502758265333,825,340,,**
group,gpqa_diamond_llama8b,189,0.6687456687456689,0.6889581889581889,-0.02021252021252007,0.0013558118201222843,-0.5489347940928117,0.583050199139923,-0.09238104018910062,0.051955999764060484,78,111,,ns
group,gpqa_diamond_qwen7b,192,0.7472575691092586,0.7806055287406758,-0.033347959631417234,0.0006748521816459117,-1.2837041316538904,0.19924549823196064,-0.08426374172153504,0.017567822458700574,86,106,,ns
group,gsm8k_llama8b,1319,0.7560310346265973,0.7516140694015081,0.0044169652250891644,0.00010743495532701064,0.42613889585566084,0.6700066392577613,-0.01589822507162783,0.02473215552180616,601,718,,ns
group,gsm8k_qwen7b,1318,0.8244872442106529,0.8483456579570334,-0.023858413746380536,7.047853511077637e-05,-2.841928395579594,0.004484156167857852,-0.040312604409275275,-0.007404223083485796,887,431,,**
group,math500_llama8b,494,0.856873268698061,0.8583708448753463,-0.001497576177285298,0.00013151642743612212,-0.1305866922573939,0.8961022706112347,-0.023974563080352847,0.02097941072578225,304,190,,ns
group,math500_qwen7b,499,0.9231402304387971,0.9292424424906662,-0.006102212051869116,9.579259386246797e-05,-0.6234782800878454,0.532970270960168,-0.025285102987547905,0.013080678883809673,361,138,,ns
model_family,llama8b,3170,0.7561899839635218,0.7553746755672341,0.0008153083962876284,4.59758057289563e-05,0.12024229043985095,0.90429121785343,-0.0124743178007135,0.014104934593288756,1752,1418,,ns
model_family,qwen7b,3174,0.8085954772894768,0.83072166689103,-0.022126189601553214,3.4768678025363525e-05,-3.7524294906361373,0.00017512909699681002,-0.03368311154835232,-0.010569267654754114,2159,1015,,***
dataset_family,arc_challenge,2333,0.6711849068648841,0.706185068159862,-0.03500016129497796,0.00011068578580389652,-3.3267802873943353,0.0008785561497262454,-0.055620415614501734,-0.014379906975454188,1594,739,,***
dataset_family,gpqa_diamond,381,0.7111947847589075,0.735837922895358,-0.02464313813645047,0.00046600850237635966,-1.1415609158333346,0.25363657777878157,-0.06695333161239816,0.017667055339497216,164,217,,ns
dataset_family,gsm8k,2637,0.8052280150107152,0.8034821069279505,0.0017459080827646467,4.3828205525953625e-05,0.26372088883022976,0.7919949982319181,-0.011229616828115435,0.014721432993644729,1488,1149,,ns
dataset_family,math500,993,0.8951540436456996,0.8984572712268476,-0.0033032275811479828,5.261617278327544e-05,-0.45538515457096584,0.6488321735304827,-0.017520219564316562,0.010913764402020595,665,328,,ns
