slice_kind,slice_value,n,auroc_a,auroc_b,diff,var_diff,z,p_two_sided,ci_low,ci_high,n_pos,n_neg,note,sig
overall,OVERALL,6344,0.7803543558521534,0.8032865032421439,-0.022932147389990498,1.565644911463248e-05,-5.795595799764321,6.807905211930757e-09,-0.03068737817650831,-0.015176916603472687,3911,2433,,***
group,arc_challenge_llama8b,1168,0.6392281092849157,0.6430152103275093,-0.0037871010425936102,0.00016277063590421385,-0.2968375664557255,0.7665905234786511,-0.028792634331132654,0.021218432245945433,769,399,,ns
group,arc_challenge_qwen7b,1165,0.7098966131907308,0.7286524064171123,-0.018755793226381434,0.00015245849929152719,-1.5190064429207468,0.12876087422753354,-0.04295626939717663,0.005444682944413765,825,340,,ns
group,gpqa_diamond_llama8b,189,0.6511896511896511,0.7105567105567105,-0.05936705936705944,0.0015751336610657471,-1.495845816675884,0.13469383874923166,-0.1371540190458722,0.018419900311753334,78,111,,ns
group,gpqa_diamond_qwen7b,192,0.7342035980693287,0.7569109258446688,-0.022707327775340125,0.0012297686084436596,-0.6475217003963887,0.517294354601579,-0.09143945613114354,0.04602480058046329,86,106,,ns
group,gsm8k_llama8b,1319,0.7659402388776365,0.7599173151525546,0.006022923725081952,4.0011452549686236e-05,0.9521715570908491,0.3410099833628109,-0.0063747513523580365,0.01842059880252194,601,718,,ns
group,gsm8k_qwen7b,1318,0.8342963716691474,0.845361067442329,-0.011064695773181588,4.706987790212711e-05,-1.6127533084889651,0.10679811382699683,-0.024511516871720887,0.0023821253253577136,887,431,,ns
group,math500_llama8b,494,0.8455678670360112,0.8618247922437674,-0.016256925207756234,0.0002370047454673636,-1.0559901975541754,0.290972693315921,-0.04643048929988777,0.013916638884375304,304,190,,ns
group,math500_qwen7b,499,0.863362640009635,0.933497932474206,-0.07013529246457095,0.0003494390817370286,-3.751896717836544,0.00017550176768892594,-0.10677346713026581,-0.033497117798876104,361,138,,***
model_family,llama8b,3170,0.7501151213040427,0.7621875623909166,-0.012072441086873886,3.147708174905323e-05,-2.1517799859397493,0.03141468689007597,-0.023068709241780377,-0.0010761729319673959,1752,1418,,*
model_family,qwen7b,3174,0.8000123209750911,0.8300275852942318,-0.0300152643191407,3.5709444095474865e-05,-5.022854842354263,5.090902142092489e-07,-0.04172749549012796,-0.018303033148153437,2159,1015,,***
dataset_family,arc_challenge,2333,0.6768115548326522,0.6912567934897951,-0.014445238657142867,7.774308881379997e-05,-1.6383014877292619,0.10135881749923448,-0.03172664121225334,0.0028361638979676022,1594,739,,ns
dataset_family,gpqa_diamond,381,0.692564909520063,0.733618073507924,-0.04105316398786096,0.0006831772036930651,-1.5706519247853152,0.11626352180060803,-0.09228203373162822,0.010175705755906289,164,217,,ns
dataset_family,gsm8k,2637,0.8131819862058639,0.8181705456825477,-0.0049885594766837515,1.768208954312793e-05,-1.1863377817028595,0.23548893179829172,-0.013230223073540406,0.0032531041201729026,1488,1149,,ns
dataset_family,math500,993,0.8589812947001649,0.9042362002567393,-0.04525490555657441,0.00012832508605677015,-3.994936502419889,6.471159406530984e-05,-0.06745750751555914,-0.023052303597589682,665,328,,***
