number,value,state,params_add_group_dummies,params_family,params_feature_subset,params_isotonic,params_lgbm_alpha,params_lgbm_colsample,params_lgbm_lambda,params_lgbm_lr,params_lgbm_max_depth,params_lgbm_min_child,params_lgbm_n_estimators,params_lgbm_num_leaves,params_lgbm_subsample,params_lr_C,params_lr_class_weight_balanced,params_lr_penalty,params_scaler,params_xgb_alpha,params_xgb_colsample,params_xgb_gamma,params_xgb_lambda,params_xgb_lr,params_xgb_max_depth,params_xgb_min_child,params_xgb_n_estimators,params_xgb_subsample,user_attrs_elapsed_sec,user_attrs_n_features,user_attrs_pooled_auroc,user_attrs_pruned_reason,user_attrs_weighted_auroc
676,0.7723954862720341,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0010289570114947535,0.4825085113407122,0.2625508697369111,0.0030995456981369736,0.019827811099988425,4.0,2.0,248.0,0.9090755616890375,0.8907346725463867,52,0.8018771130737411,,0.7723954862720341
677,0.7684789320322077,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0017733943477928362,0.5281145843877655,1.4077309544820087,0.004631429592008113,0.02792674060864178,6.0,2.0,223.0,0.920070155668048,0.9207563400268555,52,0.7980332643824058,,0.7684789320322077
678,0.7760612991355761,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0014677318673047737,0.505774575498201,0.5046746994208157,0.003775512269376767,0.023287506989145678,3.0,2.0,200.0,0.8991385224036558,0.3809521198272705,52,0.804315460004416,,0.7760612991355761
679,0.7547089427513676,COMPLETE,False,lgbm,oof+hand,False,0.0010050592560648945,0.6875798360729976,0.0021302654942720596,0.037739258346039646,11.0,56.0,576.0,134.0,0.5393877840555683,,,,standard,,,,,,,,,,2.6807751655578613,34,0.7834333442313842,,0.7547089427513676
680,0.7755773911168219,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0019390235390913983,0.5299853803208243,0.9035477542511875,0.0035387066075834375,0.018338136641657465,3.0,2.0,185.0,0.9236363213399239,0.4868299961090088,52,0.8051974980092929,,0.7755773911168219
681,0.7758604272281668,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.008051798255358868,0.5112318925940258,0.37081040274613647,0.003013871044160264,0.02128753047100032,3.0,2.0,210.0,0.9121602236650164,0.5006389617919922,52,0.8038652979891783,,0.7758604272281668
682,0.7750773594968392,COMPLETE,False,xgb,all,False,,,,,,,,,,,,,none,0.0014137952708556847,0.500165043716247,0.674506991455404,0.0027781264486262435,0.017959224572649007,3.0,2.0,186.0,0.9383554794215323,1.645975112915039,362,0.8026156478145099,,0.7750773594968392
683,0.776375852507229,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0017304947757454552,0.5128451571216869,0.2370455743376076,0.00249838050870367,0.016589823305809794,3.0,2.0,172.0,0.9494859883029332,0.4121429920196533,52,0.8034601153932289,,0.776375852507229
684,0.7761532520647063,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.005056209749275352,0.5237716719172087,0.8300282673528379,0.0024103694129469708,0.01981846594177188,3.0,2.0,194.0,0.929079418291987,0.4488496780395508,52,0.8037114431531077,,0.7761532520647063
685,0.768173471445077,COMPLETE,False,lr,oof+timing,True,,,,,,,,,,26.037793604844197,True,l1,standard,,,,,,,,,,5.7413694858551025,52,0.795579731643116,,0.768173471445077
686,0.7746644413540129,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.002146728791084546,0.49287468444847155,0.5734654179126861,0.002833808547603747,0.024710392003715456,3.0,3.0,149.0,0.6714175020671007,0.36496615409851074,52,0.802624317912854,,0.7746644413540129
687,0.7762501075655421,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0033590934887771547,0.5440478326902671,0.3954987116569564,0.0012576062895905333,0.0165067943662158,3.0,2.0,180.0,0.9172135794040468,0.44550275802612305,52,0.8033457226411368,,0.7762501075655421
688,0.7710662734407133,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.002258150728637928,0.5364868568041506,3.891004314383017,0.005413683255203747,0.018846541077906953,10.0,2.0,163.0,0.9387135550362905,1.1965303421020508,52,0.8015807008024727,,0.7710662734407133
689,0.7490148172155372,COMPLETE,False,xgb,oof_minus_roberta,False,,,,,,,,,,,,,standard,0.00706366304189128,0.5181066645970083,0.4743938757663969,0.0020880653555905475,0.01617679109533183,3.0,3.0,202.0,0.924999774554994,0.25989246368408203,5,0.7761826198052579,,0.7490148172155372
690,0.7735098254243156,COMPLETE,False,xgb,oof+ph,False,,,,,,,,,,,,,standard,0.004132783324779682,0.48579594704303136,0.2995860801492634,0.003972346658278629,0.021983364472359743,3.0,2.0,176.0,0.952625583477931,0.38106489181518555,42,0.8016145404590402,,0.7735098254243156
691,0.7628211239711079,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0016687951613229917,0.6339842685732845,0.18097506769850813,0.00167221877355488,0.10193058507525124,3.0,2.0,285.0,0.9038797939010824,0.5865316390991211,52,0.792381253544888,,0.7628211239711079
692,0.7760217367014498,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.00526428090621287,0.5506942355343456,1.009098571301987,0.0014365931197584658,0.01497898638095519,3.0,3.0,130.0,0.9363879383168359,0.3368642330169678,52,0.8029291375522137,,0.7760217367014498
693,0.771590978129782,COMPLETE,False,xgb,all_minus_ng,False,,,,,,,,,,,,,standard,0.010122710879547806,0.6191675476926214,0.7382630677124611,0.002247982708833577,0.01784786495528356,5.0,3.0,155.0,0.9440965237570562,1.292236089706421,131,0.8006965084095226,,0.771590978129782
694,0.7761553971882917,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0013592920461748949,0.5715895108238851,0.607615630384003,0.05840406931830087,0.01969438283529324,3.0,2.0,189.0,0.9230299945303356,0.45364928245544434,52,0.8038199507475359,,0.7761553971882917
695,0.776255654578149,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0026938860127462146,0.5467593966227003,1.3006768802172108,0.001776047655417513,0.01506932332018071,3.0,2.0,169.0,0.9123493492562127,0.4154050350189209,52,0.8030896657367066,,0.776255654578149
696,0.7753123940682004,COMPLETE,True,xgb,oof+hand+graph,False,,,,,,,,,,,,,standard,0.002042746560097358,0.6081375820011213,0.44002596498841684,0.002928630608251308,0.017196055250352275,3.0,1.0,144.0,0.9308207113717609,0.38258934020996094,49,0.8042811474333935,,0.7753123940682004
697,0.7763139813337655,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0032616628855027994,0.5131734455127244,0.337034932983368,0.001260398536775634,0.015682770052733067,3.0,1.0,181.0,0.9556342441906773,0.44550156593322754,52,0.8033581235090715,,0.7763139813337655
698,0.7762054430960064,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.004422705591589172,0.5599309236526334,4.551036364452595,0.001984970356781451,0.013729791153904772,3.0,3.0,213.0,0.943656826678022,0.506558895111084,52,0.8035720910269948,,0.7762054430960064
699,0.7755854870070221,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.002538688742832449,0.5953513288497884,0.5483075346777303,0.03211661676747532,0.0217529498351964,3.0,1.0,158.0,0.9217154648050604,0.39803457260131836,52,0.8033384187401075,,0.7755854870070221
700,0.7743328631352677,COMPLETE,False,xgb,oof_only,False,,,,,,,,,,,,,standard,0.0010195822999901933,0.5358090197794736,3.241710490658975,0.003437678803687562,0.018573015246035975,3.0,4.0,197.0,0.9315664071490825,0.2503805160522461,6,0.8021320665111092,,0.7743328631352677
701,0.7674838433542227,COMPLETE,False,lgbm,oof+timing,False,0.0032151442487222534,0.5012378872002774,5.541208028867964,0.018929414851288042,8.0,50.0,440.0,39.0,0.5939891811098692,,,,standard,,,,,,,,,,2.133441686630249,52,0.7969295871362224,,0.7674838433542227
702,0.7756707667104384,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,none,0.012581608370136598,0.581221487171497,0.23134371383588578,0.0024529936799228104,0.016658526760051206,3.0,2.0,115.0,0.8951863314359898,0.3083641529083252,52,0.8025642052310014,,0.7756707667104384
703,0.7741355739206689,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.003522543654358695,0.5667924295160046,2.9414656512339294,0.0016156465679128618,0.01271251569710331,4.0,1.0,167.0,0.8837189714094653,0.5550100803375244,52,0.8019492588011745,,0.7741355739206689
704,0.7739855451387136,COMPLETE,True,xgb,oof+ng,True,,,,,,,,,,,,,standard,0.32371623369632924,0.635885314299762,0.37274970549346703,0.0014594753131055823,0.014811419288504955,3.0,1.0,142.0,0.9142511308337163,2.8493528366088867,237,0.8030148927067448,,0.7739855451387136
705,0.7756096539048725,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.008653491046011718,0.5977773482717929,0.9461893785842597,0.001997975861947119,0.019449385523606193,3.0,2.0,188.0,0.6881595135645832,0.4630882740020752,52,0.8038057107678312,,0.7756096539048725
706,0.77601875270226,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.006242624956351339,0.5548994520593847,0.15539982060312652,0.0024584585081659682,0.017299313023104442,3.0,1.0,228.0,0.9480373644046092,0.5420932769775391,52,0.8039010293035661,,0.77601875270226
707,0.773012758488238,COMPLETE,False,lr,oof+timing,False,,,,,,,,,,0.00801371777197958,False,l2,standard,,,,,,,,,,0.18438386917114258,52,0.7989657465958303,,0.773012758488238
708,0.7763924296834638,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0017974503205512703,0.5775194520628305,0.6853454438988629,0.0011612240728586403,0.014893551669549641,3.0,1.0,173.0,0.9366593479133947,0.6120216846466064,52,0.8033778282780355,,0.7763924296834638
709,0.7747141918873361,COMPLETE,False,xgb,oof+hand,False,,,,,,,,,,,,,standard,0.002962986774603936,0.6141499239714382,0.4780418618249954,0.0018073425245539543,0.024928627858374693,3.0,2.0,154.0,0.8437042809238544,0.26511096954345703,34,0.8030337567388997,,0.7747141918873361
710,0.7761163367960086,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.002265216255990607,0.5378234993284584,0.7925566635710478,0.0027659547179466736,0.013167670211341978,3.0,1.0,129.0,0.9266412923972535,0.281109094619751,52,0.8026567388260561,,0.7761163367960086
711,0.7761280856162684,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.004295508708180382,0.5652992552684217,0.3106755205353018,0.0014565526648699985,0.021747563986961437,3.0,1.0,182.0,0.9074896003813306,0.3578641414642334,52,0.8039167931187374,,0.7761280856162684
712,0.7754590694505802,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0036787778606679564,0.5861746222272648,0.5636718060168513,0.0020924164861799485,0.018102455835888917,3.0,3.0,202.0,0.9393124625996081,0.41358113288879395,52,0.8051564595437973,,0.7754590694505802
713,0.7756689552842184,COMPLETE,False,xgb,all,False,,,,,,,,,,,,,standard,0.0015638629408100688,0.5242061905044009,0.43897003123826417,0.0033365406759701933,0.01617010529004866,3.0,1.0,167.0,0.9574652255477344,1.3351690769195557,362,0.8028621413377363,,0.7756689552842184
714,0.7752445633946885,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.007050833491767241,0.603029145770618,1.104167347670918,0.0016984298572552473,0.00872170686992705,3.0,2.0,150.0,0.9176201139714245,0.3211047649383545,52,0.8021627534046425,,0.7752445633946885
715,0.7757484247216483,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.00243934983515565,0.5530621240633136,0.11867253864530528,0.0012411441598909104,0.010381253648290267,3.0,1.0,100.0,0.9279775430957368,0.23185229301452637,52,0.8020479402841459,,0.7757484247216483
716,0.7760030510476429,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0019140474245374702,0.5723880073589412,2.630428027960095,0.002225421825295471,0.019893299480687,3.0,3.0,190.0,0.9456501167901205,0.37177133560180664,52,0.8038492714437542,,0.7760030510476429
717,0.7742145600621437,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.004791354373206712,0.5870362106309104,2.0374228358184374,0.0015890920153228624,0.012322960102344727,4.0,1.0,164.0,0.933159560123803,0.45949411392211914,52,0.8017806385248937,,0.7742145600621437
718,0.7746182098573349,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.00596330111208531,0.7604556107337337,0.22098655708484338,0.002679633886879889,0.006061407978845492,3.0,2.0,180.0,0.9605723832502084,0.38346362113952637,52,0.8014666758727348,,0.7746182098573349
719,0.7760356127531479,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0012893449310255975,0.5019528607466043,0.34796131937223,0.02467685550626857,0.014133932854678137,3.0,1.0,145.0,0.922211485622549,0.3003981113433838,52,0.8027924127286292,,0.7760356127531479
720,0.7493899137102901,COMPLETE,True,xgb,oof_minus_roberta,False,,,,,,,,,,,,,standard,0.002956247263373374,0.6527559745468294,0.6632373656940478,0.001875577935380171,0.015829104875656183,3.0,1.0,160.0,0.9403362419369033,0.19129085540771484,5,0.7805411570619318,,0.7493899137102901
721,0.7740451116536029,COMPLETE,False,xgb,oof+ph,False,,,,,,,,,,,,,standard,0.00206504962448166,0.5439362899023379,2.302604414310086,0.0014374029863074556,0.017280849226788606,3.0,1.0,202.0,0.950307218205836,0.37432384490966797,42,0.8020831461380282,,0.7740451116536029
722,0.7757143149885403,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.327950022153546,0.6217848934867121,0.49044159192768016,0.0023723461683254395,0.013711507513265374,3.0,2.0,176.0,0.907994775046441,0.35768675804138184,52,0.8025416104292561,,0.7757143149885403
723,0.7618154826448638,COMPLETE,False,lgbm,oof+timing,False,0.17434577767515472,0.3493879519611239,0.007310597902273763,0.03243962432218494,5.0,61.0,756.0,61.0,0.7026851959474222,,,,none,,,,,,,,,,1.7642359733581543,52,0.7909380762659683,,0.7618154826448638
724,0.772368672409464,COMPLETE,False,xgb,all_minus_ng,True,,,,,,,,,,,,,standard,0.015122818836783684,0.5960774053867562,0.6071433122435663,0.003912781134754386,0.0036088570500466184,3.0,1.0,135.0,0.9286618996498447,1.9654896259307861,131,0.798309393878154,,0.772368672409464
725,0.7756305103005182,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.003616454355009004,0.5664463534795203,0.856320105958664,0.0018980024880005022,0.020197355030572187,3.0,3.0,214.0,0.9178928327459682,0.40429234504699707,52,0.8037641993878806,,0.7756305103005182
726,0.7757566616786952,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.002561389132360554,0.5192769599067086,0.2504334342962888,0.0012673954992187936,0.011363348168246,3.0,2.0,170.0,0.9367205003501263,0.34578824043273926,52,0.8026126001435768,,0.7757566616786952
727,0.774379670847043,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.39919602018250333,0.3573945992376305,0.7721322981737007,0.002239109892137208,0.015528708482361146,3.0,4.0,154.0,0.9469428402898414,0.2979426383972168,52,0.8009962836280273,,0.774379670847043
728,0.7755472570181291,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.004905583756259939,0.5799844645049151,0.4026551868504717,0.0030811044555339308,0.01802919931796489,3.0,7.0,191.0,0.9278310207740516,0.3932163715362549,52,0.8050120629968295,,0.7755472570181291
729,0.7725969284649219,COMPLETE,False,lr,oof+timing,False,,,,,,,,,,0.17198756252051414,True,l1,standard,,,,,,,,,,0.35068416595458984,52,0.7993350402392401,,0.7725969284649219
730,0.775372681620966,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0029877108991578556,0.5509588856393101,0.11234825865221586,0.0016336824232898763,0.013930379147135406,3.0,1.0,123.0,0.5219095542783673,0.2716188430786133,52,0.8020936553481424,,0.775372681620966
731,0.7702002676414718,COMPLETE,False,xgb,oof+hand+graph,False,,,,,,,,,,,,,standard,0.0016097148099724723,0.6079748317725879,0.0018821690755398135,0.0019482285166120864,0.05757171467296306,3.0,1.0,178.0,0.9024053434510492,0.318739652633667,49,0.800497516516012,,0.7702002676414718
732,0.7734918921178432,COMPLETE,False,xgb,oof_only,False,,,,,,,,,,,,,standard,0.002158243295145332,0.5292615788239429,0.5296599940629736,0.0013587408494632933,0.02204594070614617,3.0,2.0,160.0,0.7501997496129941,0.16256308555603027,6,0.8010747874275798,,0.7734918921178432
733,0.7760803410644511,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.003923585973807791,0.5604650596116159,0.2997013493280142,0.0011559252539634303,0.016029914064989378,3.0,5.0,140.0,0.9166313776221947,0.29220056533813477,52,0.802957249689269,,0.7760803410644511
734,0.7761359773809373,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0012046228904887834,0.5923445693720735,0.7154307836751747,0.00261018345489992,0.019496454040600648,3.0,1.0,199.0,0.937765594036823,0.3880922794342041,52,0.8038497443582094,,0.7761359773809373
735,0.7751573530895065,COMPLETE,False,xgb,oof+ng,False,,,,,,,,,,,,,standard,0.0031449192052122213,0.6428588643324101,0.42543135440252006,0.0015820357760598868,0.017820719838605295,3.0,1.0,182.0,0.9612618236421756,0.8138999938964844,237,0.8028318748126076,,0.7751573530895065
736,0.7762106060467178,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.009223191435340969,0.5389882229938033,0.2286783669144881,0.0022450637979173687,0.012548562194806878,3.0,3.0,168.0,0.923647933096025,0.34564852714538574,52,0.8048795418572905,,0.7762106060467178
737,0.7762872273567738,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.005316140196159108,0.5749286903042722,0.9560461474452941,0.001766045316258211,0.014557023608978996,3.0,1.0,150.0,0.943367489087966,0.31077003479003906,52,0.8032956988009938,,0.7762872273567738
738,0.7749993973364029,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0024482803859327933,0.6298194350342237,0.5438136065627612,0.003274390551996599,0.024966413890946212,3.0,2.0,195.0,0.9304868202911016,0.373276948928833,52,0.8035141327332154,,0.7749993973364029
739,0.7742160652879053,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.27774901798421586,0.6044899208535037,0.33706882011328865,0.002067116363938807,0.016415946920664323,4.0,1.0,215.0,0.9514985969201722,0.5825521945953369,52,0.802592895374613,,0.7742160652879053
740,0.7727517926654528,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0018863496054567052,0.5625987177461482,0.62440656591099,0.0027739175074405834,0.015063277382547284,5.0,1.0,170.0,0.9148756835832546,0.6141331195831299,52,0.8011508215627553,,0.7727517926654528
741,0.7763247568491279,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.006356247495829527,0.4659850438356822,0.4552176261130502,0.001021256950162458,0.01880925239792013,3.0,2.0,186.0,0.9351116720296735,0.3520946502685547,52,0.8036241116170595,,0.7763247568491279
742,0.7749445390904405,COMPLETE,False,xgb,oof+hand,False,,,,,,,,,,,,,standard,0.5040434378467851,0.5848881060514066,0.19449042163399788,0.00436203132878529,0.012619012179278376,3.0,1.0,157.0,0.9092524467453523,0.2727031707763672,34,0.8021377940306215,,0.7749445390904405
743,0.7746254951778551,COMPLETE,False,xgb,oof+timing,True,,,,,,,,,,,,,standard,0.004387409935321836,0.5481569620517975,2.441068883070734,0.001440170198236088,0.02265033864252964,3.0,1.0,239.0,0.9252782962485632,1.5105161666870117,52,0.8037092887650342,,0.7746254951778551
744,0.7759258159063078,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0035965957268557867,0.6171153482837564,0.31951138377489563,0.0017611067404710175,0.017384064133057604,3.0,1.0,138.0,0.806243301884543,0.2867119312286377,52,0.8032335893692194,,0.7759258159063078
745,0.7698111044399427,COMPLETE,True,lgbm,all,False,0.022944125720746347,0.8755415591559883,0.28244866172097327,0.0029232451375722033,1.0,36.0,652.0,212.0,0.9764848280436043,,,,standard,,,,,,,,,,1.5129544734954834,362,0.7916777670198496,,0.7698111044399427
746,0.776411399549083,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0016409370772639106,0.5091986941745107,0.7058335513191586,0.0024961098833500926,0.014064589567667277,3.0,3.0,175.0,0.950121152846146,0.3588271141052246,52,0.8032970124522579,,0.776411399549083
747,0.7760426787012997,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,none,0.00257301627045295,0.5715532176705127,0.877153934035573,0.0021328141270196494,0.01990590658331334,3.0,2.0,162.0,0.8954251385739936,0.3199601173400879,52,0.8036628906023805,,0.7760426787012997
748,0.7752576883947947,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,1.865046001078856,0.5913233670290847,0.12238241346304737,0.0013174551257592196,0.011223061281916248,3.0,1.0,189.0,0.9388794908393329,0.37949109077453613,52,0.8024615827942371,,0.7752576883947947
749,0.7762144311593655,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.007446743225924973,0.5323747018586826,0.4980385176125133,0.0016379143857233032,0.015933967947633975,3.0,2.0,150.0,0.9206472184294592,0.3349754810333252,52,0.8030038054900746,,0.7762144311593655
750,0.7753221754088842,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0021169840501684134,0.5534229468131876,0.3516937025585778,0.0033441232666915123,0.028079005308074764,3.0,1.0,176.0,0.932062525870357,0.3605833053588867,52,0.8036724014375338,,0.7753221754088842
751,0.7702402961998525,COMPLETE,False,lr,oof+timing,False,,,,,,,,,,4.040582157029012,False,l1,standard,,,,,,,,,,1.3109419345855713,52,0.7973360308373854,,0.7702402961998525
752,0.7475795271882518,COMPLETE,False,xgb,oof_minus_roberta,False,,,,,,,,,,,,,standard,0.0030511201581893952,0.5808922144810487,0.6251211852737898,0.0018989221144530475,0.01741171152376994,3.0,1.0,309.0,0.9667665151133021,0.31869029998779297,5,0.7748593000676898,,0.7475795271882518
753,0.773494717521623,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.001422653171293892,0.6022709170531649,0.810793966312469,0.0026341282235010236,0.040749256824940336,3.0,3.0,120.0,0.946466853973152,0.2789943218231201,52,0.8042227162251591,,0.773494717521623
754,0.7731777330732519,COMPLETE,False,xgb,oof+ph,False,,,,,,,,,,,,,standard,0.0054219930940987305,0.5668433296151127,0.3999186627189197,0.11360714441596091,0.013251080613262398,3.0,1.0,330.0,0.9579735527298191,0.5999743938446045,42,0.8016952511927165,,0.7731777330732519
755,0.7739608631844289,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.3498055604121349,0.5457731979420898,0.23958883026902814,0.0011640479971928256,0.014575457073262356,3.0,9.0,424.0,0.9120205575720506,0.7419703006744385,52,0.8028900958366398,,0.7739608631844289
756,0.7675635205282525,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.003822582676286114,0.6130954032901728,1.0499602845129121,0.00148431240333895,0.020723164964102675,8.0,1.0,200.0,0.9336926797477018,1.738135814666748,52,0.7967507203800803,,0.7675635205282525
757,0.7736361194948872,COMPLETE,False,xgb,all_minus_ng,False,,,,,,,,,,,,,standard,0.011805405818306783,0.5190242535729791,0.5123903176577878,0.0021395560147925725,0.016037007325910204,4.0,2.0,165.0,0.9227128940203527,0.9420211315155029,131,0.8015194846535582,,0.7736361194948872
758,0.7760638572849203,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0026144855664767858,0.5935826600474183,0.6212610236459227,0.0017298525196333436,0.018936513869124413,3.0,1.0,137.0,0.9444664751856864,0.3011324405670166,52,0.8032179306461493,,0.7760638572849203
759,0.775899578444392,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0019407714206626998,0.5597994177234393,0.16270899934635588,0.0023601889471773748,0.01017155688675953,3.0,1.0,186.0,0.9333939003422447,0.37186336517333984,52,0.8024974717467768,,0.775899578444392
760,0.7755460702374339,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.003306389415962377,0.49225901704166375,1.160479701093518,0.0028680502966283348,0.012269418588690604,3.0,3.0,210.0,0.9008616098453016,0.42641329765319824,52,0.802585538927533,,0.7755460702374339
761,0.7756012095278941,COMPLETE,True,xgb,oof+hand+graph,False,,,,,,,,,,,,,standard,0.004487293148634447,0.5752317713683679,0.4167645225880251,0.0013613169275707019,0.015169596374288972,3.0,4.0,151.0,0.9190937119985532,0.3218207359313965,49,0.8043781999887973,,0.7756012095278941
762,0.7734610464853736,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0022870298298987967,0.5353367727171501,0.2927268450148679,0.0019526714498664707,0.017214636364414716,3.0,2.0,566.0,0.941459793609761,0.9305758476257324,52,0.8026248433733597,,0.7734610464853736
763,0.7730258804626131,COMPLETE,False,xgb,oof+timing,True,,,,,,,,,,,,,none,0.0011994145856029457,0.6239764352659849,3.4466783976334536,0.0015437312538141648,0.023235616822168716,3.0,1.0,173.0,0.9565950018277877,1.2121145725250244,52,0.8016645642991833,,0.7730258804626131
764,0.7704386681057228,COMPLETE,False,xgb,oof_only,False,,,,,,,,,,,,,standard,0.27243910636553165,0.44000251192175655,0.7228057802184698,0.0035887833920968722,0.013648642201826803,3.0,6.0,158.0,0.9270347064737042,0.15961122512817383,6,0.7967964879901273,,0.7704386681057228
765,0.7759525827190482,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.007897467823670613,0.5822341004687742,0.5652229205888047,0.0023203021232820987,0.017766829824011943,3.0,2.0,184.0,0.908663249789558,0.37794065475463867,52,0.8032504566514524,,0.7759525827190482
766,0.7754620698892932,COMPLETE,False,xgb,oof+ng,False,,,,,,,,,,,,,standard,0.002903211345763587,0.5585473088284806,0.08826784647526031,0.0011398935236090868,0.015372490810003506,3.0,1.0,164.0,0.939026852027978,0.8011562824249268,237,0.8023193406353427,,0.7754620698892932
767,0.7582878941962816,COMPLETE,False,lgbm,oof+timing,False,0.007400859649086456,0.9517431999204379,0.0425487725663314,0.0011109256006141116,12.0,29.0,490.0,118.0,0.80543058444671,,,,standard,,,,,,,,,,7.812803745269775,52,0.7880534557277981,,0.7582878941962816
768,0.7754825619110806,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.001687167459113334,0.6083741420689411,0.43320872937117366,0.001804738803263727,0.020738250080119765,3.0,1.0,223.0,0.9265399543165025,0.43816685676574707,52,0.8037249474881044,,0.7754825619110806
769,0.7760124691177339,COMPLETE,True,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.005721743586663076,0.5988043995232273,0.2668343449298123,0.0021341721757545083,0.0188453081626507,3.0,1.0,131.0,0.9509710950353815,0.3017606735229492,52,0.8045435624099426,,0.7760124691177339
770,0.7751829252706537,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.004110688715956793,0.5451102735543576,0.9435862863316575,0.001548088447101922,0.0010026360804882774,3.0,2.0,194.0,0.9178575299685857,0.3843355178833008,52,0.800630615662107,,0.7751829252706537
771,0.7756576716689014,COMPLETE,False,xgb,oof+timing,False,,,,,,,,,,,,,standard,0.0021446133522400033,0.5674696367577154,0.4957571247618465,0.002890497894827972,0.011792535201703721,3.0,1.0,144.0,0.9387685199037551,0.3186981678009033,52,0.802597414334962,,0.7756576716689014
